P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.5,-0.7682684,-0.63928175,0.56617194,0.6441046,0.64708287,-0.24857077,-0.4273373,-0.7915743,0.5661416,0.644117,0.64683473,1.05,1.05,1.07,1.0002972,0.99307257,1.0099293,0.0,-0.73322713,-1.1594692,-1.9555526,-2.8527634,-2.8658814
-0.50025904,-0.7686792,-0.61822224,0.68472797,0.58142734,0.56852454,-0.2802915,-0.45747605,-0.69995826,0.6850252,0.5818381,0.5679045,1.05,1.05,1.07,0.9905808,0.9987216,1.0168197,0.0,-0.67504305,-0.86336386,-2.1196795,-2.5819495,-2.4565828
-0.52602243,-0.7982861,-0.70954514,0.6929478,0.6323353,0.65071106,-0.30446947,-0.5221799,-0.7797252,0.69250613,0.6312229,0.6505504,1.05,1.05,1.07,0.988945,0.99241537,1.0097191,0.0,-0.7302733,-0.78907806,-2.1907384,-2.737578,-2.644397
-0.50028795,-0.78976893,-0.66068214,0.5934421,0.6548157,0.64906114,-0.26849836,-0.4507943,-0.7957514,0.5936494,0.65474063,0.64891356,1.05,1.05,1.07,0.9976169,0.99159634,1.0095224,2.0313264e-10,-0.68083423,-1.037318,-1.977288,-2.82998,-2.786142
-0.5,-0.77240765,-0.6297823,0.6412633,0.6131191,0.59767383,-0.27207994,-0.45038804,-0.7358387,0.64144146,0.61322796,0.5972224,1.05,1.05,1.07,0.99399877,0.9959308,1.0141009,0.0,-0.6852337,-0.9517348,-2.0528255,-2.6906304,-2.5975008
-0.5,-0.78581583,-0.6601854,0.60831386,0.5852578,0.69998705,-0.2495938,-0.45163703,-0.80704385,0.608603,0.5847098,0.69998705,1.05,1.05,1.07,0.9972176,0.9973123,1.0067866,3.803402e-09,-0.74003637,-1.1164485,-2.0247715,-2.7430487,-2.9487226
-0.5001409,-0.77601093,-0.63473654,0.6332128,0.6345442,0.591104,-0.2772261,-0.4506075,-0.74128103,0.633614,0.6349572,0.59151036,1.05,1.05,1.07,0.99439746,0.99401265,1.0142245,1.5706718e-09,-0.66871065,-0.9385768,-2.0362513,-2.7278473,-2.576067
-0.5,-0.747866,-0.61362404,0.5864684,0.6025253,0.6256339,-0.23876202,-0.4174416,-0.7567471,0.58611476,0.60197115,0.62504023,1.05,1.05,1.07,0.9991575,0.9973161,1.0122701,0.0,-0.7687382,-1.1654358,-2.0023084,-2.7670937,-2.816575
-0.5,-0.7808053,-0.64566076,0.62471974,0.61853886,0.6316912,-0.2679968,-0.45171607,-0.7658444,0.6247744,0.61874974,0.63168186,1.05,1.05,1.07,0.9954,0.9950197,1.0114831,7.9622864e-10,-0.6909838,-0.9983535,-2.0315402,-2.7335727,-2.7093117
-0.5004134,-0.7700716,-0.63682353,0.5824606,0.6615352,0.6116483,-0.26181373,-0.4326388,-0.77002275,0.58224183,0.6610913,0.6111715,1.05,1.05,1.07,0.99864906,0.99180436,1.0123698,2.084285e-09,-0.6964722,-1.0698451,-1.9681246,-2.8398807,-2.724142
-0.50100154,-0.81981325,-0.6993346,0.6623702,0.6543551,0.6455288,-0.3068134,-0.49969685,-0.7876662,0.6621019,0.65500355,0.64530975,1.05,1.05,1.07,0.9913208,0.9905666,1.0097386,0.0,-0.58997625,-0.75346285,-2.0507789,-2.7203255,-2.5751429
-0.5011741,-0.8308126,-0.7055059,0.6833062,0.62842405,0.66690195,-0.30848667,-0.50952727,-0.79303485,0.68381125,0.62850124,0.6669792,1.05,1.05,1.07,0.98967737,0.9925083,1.0085223,8.80152e-10,-0.59268504,-0.7447576,-2.0824225,-2.6704855,-2.6094096
-0.50024104,-0.81090826,-0.67679834,0.6216586,0.69147366,0.6182517,-0.29832217,-0.4739793,-0.7854374,0.62187743,0.69136024,0.61813694,1.05,1.05,1.07,0.9945356,0.98808444,1.0112226,9.047687e-10,-0.59818834,-0.8621662,-1.989094,-2.821167,-2.5976753
-0.5001141,-0.7731118,-0.6348632,0.6138973,0.64093745,0.60188603,-0.26976353,-0.44357955,-0.75245434,0.6142771,0.64073646,0.6013154,1.05,1.05,1.07,0.99603283,0.99348223,1.0134114,3.5831332e-10,-0.68513256,-0.99460274,-2.0120616,-2.7676356,-2.6430914
-0.54468584,-0.7875175,-0.71127295,0.6975021,0.62554634,0.6629193,-0.29777744,-0.53462225,-0.7883453,0.69771045,0.62663287,0.66239476,1.05,1.05,1.07,0.9887257,0.9927093,1.0089031,0.0,-0.8390226,-0.90268046,-2.2680557,-2.8176403,-2.776461
-0.50040925,-0.7920149,-0.6661465,0.5946318,0.6416502,0.6706411,-0.2647634,-0.45407882,-0.8070796,0.59384847,0.6417291,0.6701189,1.05,1.05,1.07,0.99762285,0.9924542,1.0081279,2.4344027e-09,-0.6952517,-1.0586807,-1.9884355,-2.826631,-2.851022
-0.5,-0.7461622,-0.61385363,0.58954096,0.57518077,0.6495306,-0.23004127,-0.4178977,-0.76400673,0.58957636,0.5743574,0.6493002,1.05,1.05,1.07,0.99926543,0.9996308,1.0109415,1.7550587e-10,-0.79329354,-1.2119284,-2.0202596,-2.7376845,-2.8951702
-0.5,-0.8167441,-0.6881083,0.6802541,0.5695992,0.69998705,-0.28280002,-0.4951126,-0.7958893,0.6804709,0.5696891,0.6999111,1.05,1.05,1.07,0.9908361,0.99771726,1.0069969,0.0,-0.65818435,-0.8750013,-2.1026554,-2.6147804,-2.7679067
-0.50008285,-0.78315306,-0.6570033,0.56924534,0.6712662,0.6476834,-0.26174003,-0.44047555,-0.8027599,0.56931674,0.6712369,0.6471516,1.05,1.05,1.07,0.9995717,0.99037373,1.0094237,0.0,-0.69297063,-1.0932536,-1.9424758,-2.88436,-2.829295
-0.5,-0.8075174,-0.67637086,0.61775017,0.675381,0.6353322,-0.29016438,-0.47028577,-0.79231423,0.6176292,0.6752861,0.63490844,1.05,1.05,1.07,0.995136,0.9894371,1.0101991,8.047223e-10,-0.6215869,-0.907275,-1.993983,-2.8138404,-2.664415
-0.50001997,-0.7337177,-0.5935695,0.58047223,0.6153144,0.5858866,-0.2381078,-0.4046882,-0.7310396,0.58024794,0.61449677,0.584625,1.05,1.05,1.07,0.9996146,0.99683774,1.0151511,3.078252e-09,-0.773654,-1.1727949,-1.9969239,-2.7809079,-2.7318208
-0.5013161,-0.7311417,-0.5938411,0.5656142,0.6185005,0.5941408,-0.23246685,-0.40080303,-0.7407644,0.565785,0.6185807,0.5938907,1.05,1.05,1.07,1.000813,0.9967319,1.0144825,4.5915542e-09,-0.7827133,-1.215048,-1.9829448,-2.8087194,-2.7863336
-0.50014377,-0.8153894,-0.67731124,0.6523043,0.67007625,0.6129319,-0.30552915,-0.48479468,-0.77132213,0.65326464,0.67065805,0.61294425,1.05,1.05,1.07,0.9920791,0.98981196,1.011937,3.0242502e-09,-0.5879515,-0.7920001,-2.0305226,-2.7509418,-2.530256
-0.5,-0.76422226,-0.6294201,0.6067756,0.6028765,0.63445187,-0.2512772,-0.4344459,-0.7623867,0.60650164,0.6027976,0.6339701,1.05,1.05,1.07,0.9972706,0.9967878,1.0115926,2.3072362e-09,-0.7379875,-1.095371,-2.021619,-2.7434657,-2.7819004
-0.5002763,-0.7236471,-0.5777233,0.61044896,0.5710994,0.57411975,-0.23424777,-0.40462118,-0.7037908,0.6104703,0.57127005,0.57463104,1.05,1.05,1.07,0.9975322,1.0007203,1.016681,0.0,-0.79474926,-1.1500151,-2.0491602,-2.6809466,-2.6743858
-0.5,-0.7790891,-0.65050006,0.6144096,0.575824,0.6882131,-0.24816296,-0.4488449,-0.79373354,0.6155258,0.5764812,0.6877141,1.05,1.05,1.07,0.99680203,0.9982298,1.0078908,0.0,-0.7454764,-1.113612,-2.0382118,-2.720786,-2.9122741
-0.50031966,-0.7365045,-0.60068136,0.5879979,0.573251,0.628975,-0.22716284,-0.4086625,-0.7471464,0.5883655,0.57306015,0.6290046,1.05,1.05,1.07,0.999459,1.0001087,1.012536,3.827602e-09,-0.8042073,-1.2223244,-2.0206006,-2.7308013,-2.8603768
-0.5001735,-0.8096798,-0.68285245,0.6268688,0.62554,0.6853737,-0.27667585,-0.47454274,-0.81021637,0.6272492,0.62539357,0.6850857,1.05,1.05,1.07,0.994905,0.9933212,1.0072138,0.0,-0.662212,-0.9687854,-2.0226915,-2.7587707,-2.8128812
-0.5,-0.8149419,-0.6809274,0.6868121,0.560031,0.69631857,-0.2815376,-0.4940721,-0.78795695,0.68844455,0.560031,0.696713,1.05,1.05,1.07,0.9904408,0.9987786,1.0075374,0.0,-0.66136515,-0.87689596,-2.1178322,-2.593851,-2.7581842
-0.5,-0.7024164,-0.5586839,0.56640756,0.58322287,0.56663954,-0.2158087,-0.3790339,-0.70546263,0.5661713,0.58354014,0.56655693,1.05,1.05,1.07,1.0013257,1.000462,1.0171039,4.095137e-10,-0.8395562,-1.286829,-1.9994162,-2.756272,-2.7677174
-0.5,-0.8024064,-0.67711365,0.58274204,0.69134855,0.64978224,-0.2794677,-0.45793998,-0.81168616,0.5828321,0.6913638,0.6493331,1.05,1.05,1.07,0.9980064,0.9881178,1.0088853,0.0,-0.644803,-0.9984534,-1.9474027,-2.8868642,-2.7673595
-0.5,-0.8121921,-0.67761177,0.6908386,0.5615907,0.683217,-0.2839429,-0.4929519,-0.77900213,0.69098353,0.56161386,0.6831067,1.05,1.05,1.07,0.99000907,0.9986682,1.0084745,2.169013e-10,-0.659681,-0.8604803,-2.1202822,-2.5861368,-2.7130086
-0.500208,-0.6942947,-0.5542195,0.56001335,0.56079984,0.5838462,-0.20424199,-0.3700934,-0.71155196,0.56001335,0.56040037,0.58436984,1.05,1.05,1.07,1.0021613,1.0023493,1.0161868,0.0,-0.8716793,-1.3583654,-2.0045447,-2.743124,-2.844924
-0.5004577,-0.7881859,-0.6551765,0.641124,0.58925956,0.66176796,-0.26646483,-0.46219355,-0.7764652,0.6407602,0.5892835,0.6613045,1.05,1.05,1.07,0.9942551,0.9971077,1.0096853,1.899004e-09,-0.7007456,-0.9937744,-2.0608337,-2.6872647,-2.770208
-0.5,-0.74624467,-0.60153055,0.62706816,0.59587663,0.57789886,-0.2547874,-0.42626843,-0.7149005,0.62666965,0.5957997,0.57737535,1.05,1.05,1.07,0.9956737,0.9981981,1.0159913,2.3854076e-09,-0.73395926,-1.0429672,-2.0528207,-2.685872,-2.613883
-0.5,-0.7513633,-0.61440855,0.592738,0.6133237,0.61218613,-0.24634153,-0.42102522,-0.75023574,0.5921169,0.613209,0.6114284,1.05,1.05,1.07,0.99845976,0.99639136,1.0131378,1.647681e-09,-0.749098,-1.127357,-2.0053053,-2.7680316,-2.7588453
-0.5,-0.8240024,-0.6948161,0.6461143,0.6445195,0.6709054,-0.2952196,-0.48973727,-0.80601937,0.6464719,0.644397,0.6709738,1.05,1.05,1.07,0.9928959,0.9913921,1.0079675,0.0,-0.6142685,-0.86123395,-2.032565,-2.7487464,-2.7040143
-0.5,-0.77984035,-0.6503077,0.61938494,0.58087593,0.67932266,-0.25196183,-0.4503016,-0.78781766,0.61940265,0.580785,0.679073,1.05,1.05,1.07,0.99629015,0.9979327,1.0085045,7.863343e-10,-0.7369353,-1.0866307,-2.0399125,-2.7149844,-2.8729272
-0.5,-0.7970014,-0.6644783,0.6292974,0.630771,0.64778674,-0.27749634,-0.46506518,-0.7830894,0.62949127,0.6306702,0.64756143,1.05,1.05,1.07,0.99471134,0.9934568,1.0100111,0.0,-0.6629437,-0.9537177,-2.0263684,-2.7479196,-2.7146697
-0.5,-0.77621067,-0.644677,0.61905223,0.58738184,0.6638159,-0.2535119,-0.44686326,-0.77821225,0.61909175,0.58731985,0.66355056,1.05,1.05,1.07,0.9962742,0.9975983,1.0095757,2.0984412e-09,-0.7335445,-1.0770242,-2.0396655,-2.7177274,-2.8338041
-0.5,-0.7918908,-0.6549227,0.62762284,0.6539964,0.61188567,-0.28423077,-0.46106964,-0.76484376,0.6276964,0.6540267,0.6114219,1.05,1.05,1.07,0.9946179,0.99182385,1.0123736,1.6962289e-09,-0.64498776,-0.9165003,-2.0168834,-2.7663221,-2.6136563
-0.5003476,-0.7909611,-0.6665976,0.5953967,0.61735994,0.69206953,-0.25659835,-0.45255604,-0.8137211,0.59575623,0.6174355,0.6920244,1.05,1.05,1.07,0.9978698,0.9944411,1.0069283,2.0678936e-09,-0.7162045,-1.0979367,-1.9970453,-2.7960966,-2.922441
-0.5,-0.7701334,-0.6240839,0.66554654,0.58809483,0.5901436,-0.27446523,-0.4542834,-0.7205098,0.665833,0.58825725,0.5908971,1.05,1.05,1.07,0.99220866,0.99809647,1.0151005,0.0,-0.68690777,-0.9122151,-2.0942862,-2.6265564,-2.5445168
-0.5,-0.780709,-0.6394676,0.62302095,0.6729097,0.57036287,-0.28724802,-0.45224714,-0.74194366,0.6230931,0.6728803,0.57085586,1.05,1.05,1.07,0.9948207,0.99078476,1.0151349,0.0,-0.6380673,-0.9014713,-2.003954,-2.7790484,-2.509091
-0.5000023,-0.8309922,-0.6939049,0.67216337,0.67475533,0.6195076,-0.31921238,-0.5021952,-0.77702796,0.6725563,0.67450285,0.61958927,1.05,1.05,1.07,0.9902022,0.9889491,1.0113605,2.2083521e-10,-0.5498301,-0.70984054,-2.0466187,-2.7277617,-2.4845934
-0.5,-0.73218936,-0.5935577,0.59334147,0.57642543,0.61443406,-0.2304155,-0.4086145,-0.73640275,0.59260535,0.57518256,0.61394596,1.05,1.05,1.07,0.99911433,1.0000188,1.0136344,1.7835498e-09,-0.8015118,-1.2064724,-2.0236213,-2.7228136,-2.8076684
-0.5,-0.7709514,-0.63419664,0.6398815,0.58076334,0.63476634,-0.25983906,-0.44882324,-0.7516992,0.63950354,0.5809951,0.6342939,1.05,1.05,1.07,0.9945988,0.99841595,1.0119208,1.6308724e-09,-0.7222085,-1.0170414,-2.067356,-2.6692264,-2.722215
-0.50022966,-0.807797,-0.67216134,0.6542024,0.6353741,0.6349839,-0.29272598,-0.47995812,-0.77394515,0.6542619,0.6354977,0.6350147,1.05,1.05,1.07,0.99238247,0.9928426,1.0108979,4.428029e-10,-0.6254445,-0.8556207,-2.051222,-2.7142107,-2.6161077
-0.50004387,-0.7743532,-0.63736594,0.59558374,0.668615,0.59414303,-0.27201456,-0.4389428,-0.7591967,0.59578305,0.66855854,0.5945765,1.05,1.05,1.07,0.99741966,0.99118876,1.0135243,0.0,-0.6746936,-1.0097296,-1.9776136,-2.8233082,-2.6418858
-0.5003019,-0.8172196,-0.6868543,0.64859766,0.63640237,0.662697,-0.29228643,-0.48588863,-0.7959711,0.6486361,0.63657165,0.6623062,1.05,1.05,1.07,0.99277246,0.9922865,1.0087465,1.2360514e-09,-0.62308,-0.8702646,-2.042138,-2.7333148,-2.68828
-0.5,-0.74026936,-0.60270345,0.60127926,0.57475114,0.6205894,-0.23449418,-0.4146484,-0.74038535,0.60081613,0.5740298,0.6192186,1.05,1.05,1.07,0.9982489,0.9999547,1.0131259,4.3247046e-09,-0.78882086,-1.1745086,-2.031033,-2.7119863,-2.8019657
-0.5,-0.812674,-0.6786282,0.6837587,0.5761302,0.6766045,-0.28590274,-0.4916297,-0.7805732,0.68355334,0.5762823,0.6767495,1.05,1.05,1.07,0.9904772,0.9974919,1.0087076,4.4882e-09,-0.6532197,-0.86072266,-2.1060567,-2.614868,-2.7029233
-0.5006527,-0.7960372,-0.65804005,0.61593366,0.6936964,0.5886222,-0.2940899,-0.46105665,-0.7640691,0.61615294,0.6935346,0.58813447,1.05,1.05,1.07,0.9950935,0.9884641,1.0134351,1.9747615e-09,-0.6125443,-0.881384,-1.9843645,-2.8216171,-2.545854
-0.5014854,-0.8075273,-0.690803,0.69173837,0.609993,0.6435183,-0.30112305,-0.50163925,-0.76525605,0.6921027,0.60942376,0.6439053,1.05,1.05,1.07,0.98931074,0.9946791,1.010718,6.189495e-09,-0.6287441,-0.73042786,-2.1120996,-2.6250062,-2.5490327
-0.53044045,-0.7686334,-0.6824538,0.6996145,0.6075039,0.61818296,-0.29298115,-0.5103903,-0.7424256,0.69996595,0.6074465,0.6198838,1.05,1.05,1.07,0.9887802,0.99531525,1.0127182,7.900625e-09,-0.7922524,-0.84400785,-2.2345302,-2.7054482,-2.601545
-0.50001395,-0.79764056,-0.6612403,0.6090654,0.6997057,0.59469867,-0.29360172,-0.46135396,-0.7720187,0.6090796,0.6994997,0.59445596,1.05,1.05,1.07,0.9955905,0.9878624,1.0129048,0.0,-0.6105651,-0.8938743,-1.9704795,-2.843807,-2.5689836
-0.5,-0.779477,-0.64598125,0.61271286,0.6228111,0.63829094,-0.26391047,-0.4477335,-0.77319205,0.61292243,0.62261426,0.6376167,1.05,1.05,1.07,0.9963711,0.99469376,1.010931,0.0,-0.70235753,-1.0321074,-2.0162768,-2.7602932,-2.7491968
-0.5,-0.7725864,-0.6458955,0.5762605,0.62154526,0.67072475,-0.2455916,-0.43337172,-0.7995558,0.5757403,0.6215572,0.67014056,1.05,1.05,1.07,0.9996775,0.9947792,1.0084981,0.0,-0.74382716,-1.1629734,-1.9753962,-2.8184464,-2.9198897
-0.50033534,-0.7147884,-0.57405704,0.5724461,0.58588386,0.58667445,-0.22121623,-0.39000845,-0.72082204,0.5722214,0.586874,0.58608484,1.05,1.05,1.07,1.0008289,0.99977267,1.0155565,0.0,-0.82308865,-1.2551091,-2.0043063,-2.7566113,-2.7836843
-0.5,-0.76483196,-0.624144,0.6305883,0.6040975,0.6045594,-0.26286632,-0.44131437,-0.7387547,0.63048095,0.6042629,0.6041997,1.05,1.05,1.07,0.9951542,0.99685717,1.0138246,0.0,-0.7109904,-1.0075401,-2.047461,-2.6983135,-2.650254
-0.5,-0.74756676,-0.6063979,0.6130124,0.5992167,0.5942252,-0.24991071,-0.42420095,-0.73011184,0.6125837,0.59890705,0.59346044,1.05,1.05,1.07,0.9968754,0.9977833,1.0146985,1.8855035e-09,-0.74581677,-1.0830995,-2.0327883,-2.7162209,-2.684428
-0.5,-0.73594224,-0.5985139,0.5669128,0.6254467,0.59556687,-0.23554626,-0.40307742,-0.7439004,0.56677914,0.62522733,0.5949743,1.05,1.05,1.07,1.000673,0.99591136,1.0142188,6.7433714e-10,-0.7743649,-1.2007773,-1.9740005,-2.8127108,-2.7743616
-0.50032896,-0.77951777,-0.6459523,0.61353445,0.6210538,0.64000607,-0.26346064,-0.4481161,-0.7738496,0.6128805,0.6210967,0.6401737,1.05,1.05,1.07,0.9964184,0.994805,1.0108091,2.2925735e-09,-0.7007212,-1.0341547,-2.017391,-2.75488,-2.7583551
