P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.5,-0.781963,-0.6393009,0.646201,0.6355924,0.5885425,-0.28529674,-0.45587194,-0.738761,0.6459954,0.6349026,0.58858407,1.05,1.05,1.07,0.993346,0.99389374,1.0143621,3.2050014e-09,-0.6526909,-0.8899927,-2.0478818,-2.710698,-2.5322492
-0.5,-0.8433246,-0.7052374,0.6669114,0.6964196,0.62381953,-0.32561597,-0.5092428,-0.79074293,0.66548365,0.69674325,0.62633824,1.05,1.05,1.07,0.99058414,0.9868168,1.0106325,0.0,-0.5183499,-0.6938681,-2.0265973,-2.771126,-2.4934816
-0.5,-0.78094906,-0.65202993,0.5681289,0.6927201,0.61304265,-0.27194083,-0.43517697,-0.78773814,0.5700571,0.6946626,0.61350083,1.05,1.05,1.07,0.9993829,0.9887859,1.0116633,0.0,-0.6705488,-1.0641112,-1.9210918,-2.8979924,-2.7212496
-0.5,-0.7743693,-0.6254636,0.6677756,0.6172068,0.5652036,-0.28627843,-0.4575917,-0.7122524,0.6661413,0.61752826,0.56505215,1.05,1.05,1.07,0.99162006,0.9958091,1.0165025,5.3289235e-09,-0.653563,-0.8583305,-2.0795157,-2.6533103,-2.4456444
-0.5,-0.7431741,-0.5967792,0.63336027,0.5820351,0.5791532,-0.25323975,-0.42678615,-0.7101672,0.63429964,0.58141047,0.5786496,1.05,1.05,1.07,0.99525374,0.9995047,1.0160909,1.1014551e-08,-0.7436338,-1.0461884,-2.0744185,-2.6651793,-2.617571
-0.5009017,-0.77216417,-0.63276184,0.5886863,0.6943211,0.5724581,-0.2759919,-0.43502036,-0.7537248,0.58661306,0.6933719,0.57307756,1.05,1.05,1.07,0.99793196,0.9894051,1.0145168,0.0,-0.6669145,-0.992339,-1.9570105,-2.8583713,-2.5893428
-0.5,-0.7533959,-0.61046976,0.58758825,0.6628179,0.56486416,-0.26071346,-0.41915056,-0.7363,0.58631974,0.6618052,0.56631714,1.05,1.05,1.07,0.99851537,0.9924637,1.0157229,9.6201894e-11,-0.7060121,-1.0582997,-1.973028,-2.821116,-2.6146765
-0.50032115,-0.82593197,-0.6983094,0.6378871,0.6581928,0.66931784,-0.29654956,-0.4868094,-0.81011593,0.6363743,0.6600445,0.66974723,1.05,1.05,1.07,0.9933681,0.99027365,1.0078295,3.0704141e-09,-0.60707355,-0.8711577,-2.0143285,-2.781108,-2.7096987
-0.5011535,-0.7685708,-0.6283162,0.61609244,0.62224203,0.6070631,-0.2632598,-0.43858534,-0.74980545,0.61686313,0.6218926,0.6073991,1.05,1.05,1.07,0.9961078,0.99539274,1.0133226,0.0,-0.7069956,-1.0217961,-2.0207863,-2.7448874,-2.6694083
-0.50000733,-0.80971545,-0.67652917,0.63957554,0.64612764,0.6470452,-0.29097372,-0.4781975,-0.7885667,0.6391564,0.64695877,0.64599085,1.05,1.05,1.07,0.9934904,0.9918624,1.009758,7.555276e-09,-0.6309614,-0.8813883,-2.0261552,-2.750899,-2.6645803
-0.5,-0.8126688,-0.67473257,0.69241637,0.61315435,0.62445354,-0.30449408,-0.49415815,-0.7547089,0.6914487,0.61374235,0.6252363,1.05,1.05,1.07,0.9892597,0.99465466,1.0120575,6.4169763e-09,-0.5975986,-0.7654656,-2.1087687,-2.630104,-2.5180333
-0.5,-0.7440689,-0.60351634,0.594894,0.60079455,0.6048282,-0.24211973,-0.41685566,-0.7397441,0.59562105,0.60056305,0.605065,1.05,1.05,1.07,0.99843985,0.9978051,1.0138211,9.1685655e-09,-0.7651028,-1.1399342,-2.012996,-2.7487388,-2.7489538
-0.5,-0.72755194,-0.584515,0.58810544,0.60005033,0.5800218,-0.23599587,-0.40278155,-0.720049,0.58837664,0.59941405,0.5799392,1.05,1.05,1.07,0.9991599,0.9983993,1.015781,7.291287e-09,-0.78800255,-1.1752329,-2.0109968,-2.7493584,-2.707184
-0.50064343,-0.73732394,-0.59373116,0.59605867,0.6195929,0.56846726,-0.24810183,-0.41392526,-0.71909916,0.59630007,0.61979,0.56837666,1.05,1.05,1.07,0.99819005,0.99647146,1.0162382,1.5754223e-08,-0.7503025,-1.1032254,-2.0132682,-2.7589333,-2.6526215
-0.5698804,-0.7669813,-0.7023237,0.69996595,0.6290212,0.6525959,-0.2908942,-0.5425614,-0.78330207,0.69996595,0.6282451,0.65407515,1.05,1.05,1.07,0.988525,0.99273425,1.0096267,2.5013684e-09,-0.97439337,-1.0471904,-2.3582253,-2.9161758,-2.9001842
-0.5789478,-0.76198953,-0.6972576,0.6947726,0.67715424,0.603743,-0.30375722,-0.54531187,-0.7665531,0.6937261,0.6787449,0.6022245,1.05,1.05,1.07,0.9884816,0.9887517,1.0126225,0.0,-0.98245895,-1.0226634,-2.3698206,-2.9973185,-2.7896805
-0.5006337,-0.7332885,-0.58289796,0.6421255,0.56307006,0.56579775,-0.24823813,-0.419733,-0.691983,0.64282423,0.5624986,0.5653199,1.05,1.05,1.07,0.9948575,1.0013757,1.0174007,8.399397e-09,-0.76749307,-1.0567589,-2.090663,-2.624578,-2.5858414
-0.5004902,-0.72129875,-0.5722421,0.617628,0.572619,0.5602708,-0.23900461,-0.40482974,-0.6920582,0.616516,0.57193345,0.5604907,1.05,1.05,1.07,0.99703723,1.0008202,1.0176353,0.0,-0.78564346,-1.1243631,-2.055231,-2.6733131,-2.6281586
-0.5000999,-0.7623534,-0.62216556,0.61121464,0.62412083,0.6009,-0.26094076,-0.43345967,-0.7442092,0.6109427,0.62426704,0.602341,1.05,1.05,1.07,0.9966517,0.99491876,1.0136805,0.0,-0.7203492,-1.0485765,-2.014363,-2.7508097,-2.6694398
-0.5002744,-0.83044416,-0.70345885,0.63389367,0.66300374,0.6762124,-0.29777062,-0.49219745,-0.8186178,0.6354148,0.66078234,0.678241,1.05,1.05,1.07,0.99366266,0.9897302,1.0070719,0.0,-0.6031678,-0.8646952,-2.0100918,-2.787961,-2.7262702
-0.50152314,-0.8292394,-0.7062778,0.59992015,0.691555,0.6865729,-0.2904725,-0.48103935,-0.8424087,0.5972792,0.6907931,0.6873588,1.05,1.05,1.07,0.9964255,0.9872429,1.0059681,1.2305796e-08,-0.60862714,-0.94455516,-1.947111,-2.8662682,-2.8130221
-0.50041056,-0.8214908,-0.68869865,0.6360209,0.6476781,0.6717704,-0.29212192,-0.48509264,-0.8095419,0.63606536,0.6476961,0.6723914,1.05,1.05,1.07,0.9937593,0.9913379,1.0078341,0.0,-0.6221365,-0.88200974,-2.0195727,-2.768178,-2.7300022
-0.5,-0.76026434,-0.6185746,0.59927875,0.66270524,0.5673935,-0.26874593,-0.4292251,-0.7367966,0.60055315,0.66345215,0.56743187,1.05,1.05,1.07,0.9970904,0.9921841,1.0155509,9.39101e-10,-0.6951421,-1.0050399,-1.9822723,-2.7993636,-2.581494
-0.5,-0.755022,-0.6254095,0.57426333,0.6071897,0.6497258,-0.23732938,-0.42057562,-0.7782271,0.5751488,0.6071562,0.6505072,1.05,1.05,1.07,0.99992305,0.99655026,1.0102869,6.4233543e-09,-0.76959324,-1.1968752,-1.9882736,-2.7987864,-2.8971686
-0.50117624,-0.8054911,-0.6725994,0.61418515,0.6912715,0.6200487,-0.29301676,-0.46482754,-0.7879025,0.6133658,0.68941915,0.62119794,1.05,1.05,1.07,0.9953528,0.98817223,1.0109708,0.0,-0.6181237,-0.8940643,-1.9779015,-2.8268394,-2.629591
-0.5007336,-0.82362676,-0.69091105,0.642735,0.69591045,0.61502993,-0.31417593,-0.49229836,-0.7838868,0.6425594,0.6967075,0.6149036,1.05,1.05,1.07,0.9926335,0.9870691,1.0113707,0.0,-0.56115013,-0.7753696,-2.0095773,-2.7881556,-2.5330386
-0.5000186,-0.79365265,-0.6568582,0.6500634,0.5976511,0.6526786,-0.2738827,-0.46688277,-0.77223945,0.6496536,0.5969013,0.65279377,1.05,1.05,1.07,0.99337786,0.9964409,1.0102187,0.0,-0.68108815,-0.9475119,-2.065321,-2.6798449,-2.711412
-0.5003574,-0.8020637,-0.66832685,0.6614191,0.5873252,0.6682184,-0.27865392,-0.4758413,-0.7798233,0.6617814,0.5881171,0.6682812,1.05,1.05,1.07,0.99238044,0.9968271,1.0091728,1.2786985e-09,-0.6702114,-0.9251744,-2.0780323,-2.6585927,-2.7266493
-0.5,-0.75937665,-0.63276166,0.5751577,0.57911944,0.6902917,-0.22809874,-0.42393047,-0.79811215,0.5751032,0.5785414,0.6905923,1.05,1.05,1.07,1.0003095,0.99864817,1.0077671,5.6581495e-09,-0.7963674,-1.2477163,-1.999769,-2.7779946,-3.0125353
-0.50039214,-0.73644453,-0.59920746,0.58301765,0.59245324,0.61411566,-0.23209703,-0.4083779,-0.74379784,0.58277553,0.59163076,0.614488,1.05,1.05,1.07,0.9996551,0.9985298,1.0132536,5.374849e-09,-0.79175556,-1.2010715,-2.0098133,-2.7594762,-2.8103175
-0.5,-0.8178996,-0.67950845,0.66354936,0.66245097,0.61578804,-0.30842617,-0.48903704,-0.7690119,0.6620465,0.6631292,0.6137965,1.05,1.05,1.07,0.99116623,0.990283,1.011726,0.0,-0.5852631,-0.7605905,-2.0391965,-2.7345614,-2.4946113
-0.50012946,-0.7467337,-0.60532206,0.6213634,0.5731263,0.6109697,-0.24488413,-0.42498904,-0.7308166,0.6212913,0.5735706,0.60985464,1.05,1.05,1.07,0.9964046,0.9999329,1.013844,8.095116e-09,-0.7658237,-1.1034448,-2.0550647,-2.6836696,-2.7255337
-0.5003866,-0.76537305,-0.6207193,0.6172475,0.64987296,0.5714126,-0.2728057,-0.43567026,-0.73161757,0.61662596,0.6507466,0.5710576,1.05,1.05,1.07,0.99585265,0.9930704,1.0154948,0.0,-0.67521757,-0.9732692,-2.0090735,-2.7632017,-2.5546756
-0.5,-0.77444315,-0.6380109,0.6340376,0.59524554,0.6340115,-0.2637416,-0.44984108,-0.7576527,0.6342534,0.59563917,0.6331706,1.05,1.05,1.07,0.99490786,0.9971379,1.0117424,5.6770444e-10,-0.706777,-1.013404,-2.0518794,-2.6947808,-2.7162771
-0.5005039,-0.7864122,-0.6561024,0.6011729,0.6458756,0.64195544,-0.26808485,-0.4482057,-0.78661394,0.59974927,0.64735824,0.6418677,1.05,1.05,1.07,0.997155,0.9923706,1.0101779,5.119383e-09,-0.68013847,-1.0324116,-1.9887439,-2.8062277,-2.7581434
-0.50014484,-0.7416926,-0.603155,0.60039103,0.5737017,0.6252636,-0.23458004,-0.41630912,-0.7438855,0.6005725,0.5731352,0.6247096,1.05,1.05,1.07,0.9983292,0.9999027,1.0127788,7.896751e-09,-0.7850074,-1.1812255,-2.033943,-2.716772,-2.8069282
-0.5010188,-0.8173136,-0.6734321,0.67839426,0.63993466,0.6172216,-0.30659297,-0.48722857,-0.7603762,0.67690164,0.6411337,0.6173281,1.05,1.05,1.07,0.9902369,0.9925552,1.012157,0.0,-0.5795144,-0.7552818,-2.079661,-2.6740267,-2.4955518
-0.5002308,-0.7666618,-0.61869216,0.6717898,0.57571274,0.5881422,-0.27244413,-0.45253393,-0.7140215,0.6725407,0.5757463,0.5881721,1.05,1.05,1.07,0.9917166,0.9991963,1.01541,2.1861493e-09,-0.6935402,-0.9150925,-2.1059816,-2.6051319,-2.541614
-0.50078017,-0.7952997,-0.65738785,0.6738712,0.5787883,0.64767873,-0.27947903,-0.47538683,-0.75960225,0.6727351,0.5793938,0.64764404,1.05,1.05,1.07,0.99150705,0.9979531,1.0108498,7.0024133e-09,-0.67110044,-0.8969788,-2.1000202,-2.6202695,-2.6665385
-0.5,-0.8139112,-0.67253387,0.6713422,0.6451653,0.61682737,-0.30340347,-0.48747295,-0.7625535,0.672714,0.6450181,0.61534745,1.05,1.05,1.07,0.9905418,0.9919785,1.0120656,0.0,-0.59779423,-0.7821985,-2.0614398,-2.6823833,-2.5170786
-0.5,-0.83400714,-0.6976855,0.6650284,0.67926794,0.62544113,-0.31682593,-0.5021794,-0.78238875,0.6643986,0.67863566,0.62635493,1.05,1.05,1.07,0.9907926,0.988884,1.0108753,0.0,-0.5525276,-0.71769273,-2.030878,-2.7519598,-2.5066552
-0.5,-0.76780117,-0.6330612,0.6320485,0.5690652,0.6506866,-0.25179148,-0.44359964,-0.7602846,0.63258547,0.5686261,0.65081877,1.05,1.05,1.07,0.99537534,0.99940467,1.0108943,3.8360954e-09,-0.7424117,-1.0669392,-2.0646386,-2.671093,-2.7843728
-0.50034416,-0.82439685,-0.70701444,0.5859228,0.6898241,0.69998705,-0.28472793,-0.47324845,-0.84999037,0.58498067,0.6896926,0.69998705,1.05,1.05,1.07,0.9975667,0.9872737,1.0051435,7.752478e-10,-0.6257914,-0.9881167,-1.9484389,-2.8960984,-2.8608432
-0.5004003,-0.7619883,-0.6257218,0.61062944,0.59378123,0.6348313,-0.24979171,-0.43407786,-0.7591678,0.6107342,0.59378743,0.6348556,1.05,1.05,1.07,0.9970219,0.99759626,1.0116858,2.8378666e-09,-0.74414647,-1.0991943,-2.0332928,-2.730317,-2.7767053
-0.59182346,-0.785403,-0.7307356,0.6924808,0.67422366,0.6723922,-0.30019534,-0.5628299,-0.8192292,0.69620234,0.6724934,0.67194194,1.05,1.05,1.07,0.98851824,0.9879304,1.0074542,1.1952519e-09,-1.021564,-1.1082541,-2.3960118,-3.0720818,-3.0116394
-0.5,-0.8127991,-0.68139434,0.60693765,0.6878537,0.64197534,-0.29036584,-0.47190177,-0.8033571,0.6056722,0.6880869,0.64097613,1.05,1.05,1.07,0.9959514,0.9883317,1.0096444,4.0487347e-09,-0.62209225,-0.90807265,-1.9740603,-2.843543,-2.6895494
-0.5,-0.7639113,-0.62730145,0.58152705,0.65633464,0.60533255,-0.25893906,-0.4289444,-0.76225436,0.58145267,0.65416336,0.6043072,1.05,1.05,1.07,0.9987119,0.99248797,1.0128855,1.1485547e-08,-0.70841587,-1.0807462,-1.973333,-2.8309515,-2.7037048
-0.5,-0.76215464,-0.6254808,0.5916126,0.6368424,0.60854244,-0.25674623,-0.4302388,-0.7567638,0.59177166,0.6362306,0.6075748,1.05,1.05,1.07,0.9980733,0.994069,1.0129758,1.4146865e-09,-0.7137294,-1.0760981,-1.9907098,-2.7980275,-2.7131982
-0.53153765,-0.75402296,-0.6737726,0.69651866,0.6325378,0.57447284,-0.2995994,-0.50274044,-0.7172436,0.69853425,0.63277113,0.57141304,1.05,1.05,1.07,0.98874897,0.99353236,1.0155835,3.3918024e-10,-0.78237957,-0.7749712,-2.2251976,-2.7168198,-2.4771795
-0.5,-0.7844357,-0.6498885,0.6337929,0.59734124,0.65164256,-0.2650914,-0.45763773,-0.77201366,0.63269037,0.5993659,0.6522769,1.05,1.05,1.07,0.9948176,0.99658525,1.0102727,1.1126697e-08,-0.70206803,-1.0058545,-2.0490646,-2.709819,-2.7419167
-0.50001055,-0.76244646,-0.61976826,0.61245716,0.6386218,0.58103746,-0.26654088,-0.43457446,-0.7343913,0.61179715,0.64006245,0.57964617,1.05,1.05,1.07,0.99640095,0.9940539,1.0150335,0.0,-0.69263935,-1.0022863,-2.0088944,-2.7561908,-2.5978463
-0.50008005,-0.7623316,-0.62065333,0.64000046,0.58246803,0.61309195,-0.25866526,-0.4428718,-0.7360043,0.6388125,0.5826056,0.6125668,1.05,1.05,1.07,0.99466485,0.99859124,1.0135571,8.24818e-09,-0.72522026,-1.0224105,-2.0666893,-2.663676,-2.6765714
-0.50000775,-0.80074203,-0.6781995,0.5888921,0.6359381,0.69998705,-0.2632966,-0.46000177,-0.82893914,0.5910086,0.63471854,0.69998705,1.05,1.05,1.07,0.998147,0.9927192,1.0058239,0.0,-0.6934594,-1.0735233,-1.985642,-2.8295486,-2.928266
-0.5,-0.8428122,-0.717181,0.6655592,0.64759517,0.6886859,-0.3086503,-0.51045483,-0.8189458,0.6651104,0.64923096,0.6884739,1.05,1.05,1.07,0.9909858,0.9905307,1.0066093,1.9902289e-09,-0.5800798,-0.77128327,-2.0530987,-2.7257395,-2.688413
-0.5,-0.8075697,-0.6764387,0.6553422,0.5941049,0.67949754,-0.27786714,-0.4785336,-0.79222804,0.65590245,0.59456813,0.680108,1.05,1.05,1.07,0.9927342,0.9962104,1.0082058,7.4029267e-09,-0.666869,-0.9295073,-2.0711362,-2.6823847,-2.7580807
-0.5,-0.76052,-0.6299294,0.59069186,0.5799935,0.67134315,-0.23507938,-0.4265772,-0.78230226,0.59022355,0.57901084,0.6711683,1.05,1.05,1.07,0.9990183,0.9986454,1.0092446,3.5263896e-09,-0.78168374,-1.1955799,-2.0165956,-2.7576783,-2.9246013
-0.5002593,-0.7531829,-0.60542846,0.63210475,0.61625874,0.56073314,-0.26586446,-0.43393448,-0.711454,0.6325154,0.6167243,0.5613457,1.05,1.05,1.07,0.99496883,0.99635386,1.0167423,2.6424527e-09,-0.7079134,-0.9846996,-2.046169,-2.6962483,-2.5371609
-0.5005597,-0.7960758,-0.6593121,0.6366566,0.6240196,0.63632286,-0.27843925,-0.4645412,-0.77047306,0.63819283,0.6246174,0.63656247,1.05,1.05,1.07,0.9941254,0.9940895,1.0111725,2.7705729e-09,-0.66206115,-0.9325297,-2.0432281,-2.7193294,-2.669379
-0.5004997,-0.7508907,-0.60426545,0.64248955,0.5825901,0.5842546,-0.25801876,-0.4330026,-0.71301246,0.64289963,0.5831867,0.58359367,1.05,1.05,1.07,0.99446833,0.99897933,1.0157171,1.2750626e-09,-0.7318198,-1.012603,-2.071211,-2.6561308,-2.6034997
-0.5003473,-0.7195334,-0.5748491,0.5939901,0.5740938,0.5829168,-0.22741476,-0.39764404,-0.712063,0.59358966,0.573285,0.58285344,1.05,1.05,1.07,0.99906623,1.0007986,1.0159274,8.768499e-09,-0.81384265,-1.2052737,-2.034127,-2.7146707,-2.743208
-0.50006545,-0.7648325,-0.6177842,0.64068043,0.62300736,0.5670564,-0.27445275,-0.44531894,-0.7191415,0.6413142,0.6249504,0.56722444,1.05,1.05,1.07,0.994031,0.99522024,1.0161786,0.0,-0.67914027,-0.93918014,-2.0526857,-2.7058415,-2.5202045
-0.50041413,-0.8043623,-0.6704039,0.66110027,0.6152251,0.6454472,-0.28795624,-0.47802913,-0.7749903,0.6599331,0.61418885,0.64569426,1.05,1.05,1.07,0.99220914,0.9946649,1.0102947,1.8295646e-09,-0.64116734,-0.87341547,-2.065755,-2.6808498,-2.6490712
-0.50082624,-0.72350764,-0.5865887,0.57500684,0.5644231,0.62799466,-0.21663368,-0.39726463,-0.7435132,0.57549053,0.56429493,0.6280977,1.05,1.05,1.07,1.0008643,1.0011692,1.0127659,1.2171686e-08,-0.8403691,-1.2909763,-2.0104978,-2.7462745,-2.8963323
-0.5,-0.76733685,-0.62701184,0.61752504,0.65735453,0.56989324,-0.27727985,-0.44167984,-0.7364086,0.6161276,0.6593171,0.56985444,1.05,1.05,1.07,0.9955566,0.9923145,1.0154881,6.1187744e-09,-0.6690783,-0.9427265,-2.0099807,-2.7809298,-2.5441897
-0.50003636,-0.8255018,-0.68587583,0.67591023,0.6494848,0.62508,-0.3103983,-0.4948604,-0.7714779,0.6772618,0.65112334,0.6247947,1.05,1.05,1.07,0.9900872,0.99108833,1.01148,4.328102e-09,-0.5741136,-0.73750615,-2.0693223,-2.684347,-2.5140023
-0.5,-0.774491,-0.6395282,0.6356944,0.5709162,0.65547866,-0.25564212,-0.4488849,-0.7646461,0.63630676,0.57102215,0.6551282,1.05,1.05,1.07,0.9950204,0.999199,1.0104847,4.175931e-09,-0.736371,-1.0483366,-2.0660326,-2.6750958,-2.7846951
-0.50001127,-0.7625365,-0.6232753,0.5740369,0.6887399,0.5717033,-0.26684627,-0.42617506,-0.7487937,0.57082117,0.6876917,0.57242346,1.05,1.05,1.07,0.9992111,0.9901255,1.0149301,1.4888346e-09,-0.6838716,-1.0373262,-1.9491692,-2.8678463,-2.6257977
-0.5001093,-0.77850986,-0.6339851,0.6675303,0.58392894,0.6106825,-0.27515084,-0.4610657,-0.73243916,0.6685459,0.58393174,0.6107335,1.05,1.05,1.07,0.9919625,0.99804175,1.0136259,5.3287743e-09,-0.68273157,-0.9135889,-2.101279,-2.6232831,-2.5911453
-0.5000334,-0.693718,-0.54739517,0.5646035,0.5645239,0.573075,-0.20653987,-0.372266,-0.7017689,0.5643557,0.56430703,0.5728522,1.05,1.05,1.07,1.0019274,1.00226,1.0168931,1.5238584e-08,-0.8705363,-1.3277982,-2.009346,-2.7439923,-2.801282
-0.50024784,-0.84205514,-0.71848243,0.64744794,0.66430527,0.68613875,-0.30539313,-0.50388074,-0.8266824,0.64736646,0.66569275,0.6874626,1.05,1.05,1.07,0.9924311,0.9891447,1.0062805,0.0,-0.5743914,-0.81363785,-2.0201292,-2.774818,-2.707467
-0.5,-0.75467634,-0.62309873,0.5809007,0.59728825,0.6524063,-0.2363809,-0.42072088,-0.77512085,0.580339,0.59694767,0.65200204,1.05,1.05,1.07,0.9996516,0.99752206,1.0103415,8.741319e-09,-0.7753386,-1.1989584,-1.9993389,-2.7787952,-2.8925219
-0.5000887,-0.7282769,-0.5828239,0.61261904,0.56931937,0.5854061,-0.23655196,-0.40969652,-0.7105062,0.6131111,0.56901115,0.58479756,1.05,1.05,1.07,0.9973433,1.0007923,1.0159141,5.3058566e-09,-0.7935393,-1.1427416,-2.054523,-2.6823277,-2.6979423
-0.5006201,-0.787709,-0.6387247,0.67301357,0.62719965,0.57314,-0.2941096,-0.46869016,-0.7217855,0.67360365,0.62812996,0.57292086,1.05,1.05,1.07,0.9909693,0.9944284,1.0157391,3.861517e-09,-0.62953055,-0.81561965,-2.0830557,-2.654885,-2.4444842
-0.5,-0.75730205,-0.6065669,0.66327316,0.5936853,0.56004405,-0.2728867,-0.44492963,-0.6988481,0.66379005,0.59282506,0.56060153,1.05,1.05,1.07,0.9925274,0.99821174,1.0172924,0.0,-0.7021875,-0.9142492,-2.0967257,-2.626795,-2.4807537
-0.50019085,-0.7468829,-0.5963206,0.654818,0.5755312,0.5664063,-0.26065308,-0.4342587,-0.69637036,0.65483755,0.5753042,0.56565076,1.05,1.05,1.07,0.99348676,0.999832,1.0171378,3.7514867e-09,-0.7314159,-0.98251617,-2.0951443,-2.6250029,-2.538351
-0.5,-0.7643351,-0.63607436,0.56558,0.61081403,0.67401946,-0.23555061,-0.42504972,-0.8005605,0.56616163,0.6116994,0.6750729,1.05,1.05,1.07,1.0006273,0.99565315,1.0083755,4.9299e-09,-0.7612515,-1.211796,-1.9720795,-2.825878,-2.979641
-0.5003026,-0.7706082,-0.63774,0.62010604,0.57560724,0.6614541,-0.24918422,-0.44302368,-0.7721391,0.6202719,0.57556266,0.6613104,1.05,1.05,1.07,0.9963873,0.9987587,1.0099868,4.5009254e-09,-0.7477169,-1.0937175,-2.0483017,-2.6980555,-2.8330874
-0.500012,-0.7169687,-0.57680607,0.5773524,0.5878688,0.58574843,-0.22523281,-0.39302498,-0.71852255,0.57842326,0.5860223,0.5843063,1.05,1.05,1.07,1.0004021,0.99954015,1.015524,1.0390282e-09,-0.82353675,-1.2293534,-2.0081549,-2.7613277,-2.7708368
-0.5,-0.7774022,-0.6423175,0.59926975,0.65554774,0.6149921,-0.2692625,-0.44264877,-0.7691265,0.5991032,0.65556645,0.6156734,1.05,1.05,1.07,0.9971567,0.9920207,1.0121405,6.1097744e-10,-0.68006414,-1.0253415,-1.985646,-2.8041635,-2.7072637
-0.5332039,-0.80429304,-0.72544837,0.6850988,0.6738999,0.63496774,-0.316802,-0.53303516,-0.7872722,0.6905638,0.6776495,0.63535154,1.05,1.05,1.07,0.9887674,0.9882637,1.0102501,1.8632412e-10,-0.72403693,-0.74970645,-2.1796904,-2.8152344,-2.612585
-0.5,-0.7674078,-0.6362245,0.59018975,0.62111586,0.6435288,-0.25023794,-0.43202853,-0.7781034,0.58933455,0.62036246,0.6427394,1.05,1.05,1.07,0.99855995,0.995052,1.0105693,8.025944e-09,-0.7350871,-1.1227237,-1.9932122,-2.792347,-2.8191946
-0.5,-0.8236839,-0.6966615,0.62619334,0.6602342,0.67704254,-0.29134083,-0.48583788,-0.81653243,0.6246008,0.66110224,0.676446,1.05,1.05,1.07,0.9945079,0.9898899,1.0073173,0.0,-0.6117206,-0.90761995,-2.0054255,-2.796543,-2.7557209
-0.5,-0.80375886,-0.6679954,0.6249815,0.68075705,0.6114812,-0.29455802,-0.47027805,-0.77462816,0.6236778,0.67930007,0.6111432,1.05,1.05,1.07,0.9945302,0.98926145,1.0119879,0.0,-0.61221105,-0.8769646,-1.9929553,-2.8078718,-2.586429
